content,score,clean
aplikasi ini mantap buat kemana-mana jadi cepat,5,aplikasi ini mantap buat kemanamana jadi cepat
bermanfaat sekali top top top,5,bermanfaat sekali top top top
pahit,1,pahit
aplikasi paling BURUK YANG PERNAH SAYA PAKAI back to jaman batu aja bosss nyari driver buat food nunggu sampai 1 jam lebih no kompensasi CS FULL AI no solusi gak rekomended untuk dipakai,1,aplikasi paling buruk yang pernah saya pakai back to jaman batu aja bosss nyari driver buat food nunggu sampai  jam lebih no kompensasi cs full ai no solusi gak rekomended untuk dipakai
driver sulit di dapat pelayanan kurang bagus sekarang gojeg,1,driver sulit di dapat pelayanan kurang bagus sekarang gojeg
good. good,5,good good
menit di aplikasi sama menit di luar aplikasi beda,1,menit di aplikasi sama menit di luar aplikasi beda
"pesen go-food driver beberapa gak ada yg mau ambil ngulang lagi juga sama, aplikasi nyebelin",1,pesen gofood driver beberapa gak ada yg mau ambil ngulang lagi juga sama aplikasi nyebelin
beli pulsa GK bisa no virtual acc nya GK muncul gimna mau proses gila eror nya parahhh,1,beli pulsa gk bisa no virtual acc nya gk muncul gimna mau proses gila eror nya parahhh
sesuai,5,sesuai
bad,1,bad
beli pizza Berjam jam gak di kirim,2,beli pizza berjam jam gak di kirim
"gojek bener2 kurang ajar ya udah nunggu satu jam lebih ga ada tulisan batalkan pembelian karena ga dapet driver daritadi padahal jelas disitu ada terpampang tulisan ""kamu bisa batalin"" tapi nyatanya ga ada opsi itu jangan kurang ajar gojek ya mentang2 dulu make bts buat promosin usaha kalian tapi nyatanya kinerjanya rendah 👎👎👎👎👎",1,gojek bener kurang ajar ya udah nunggu satu jam lebih ga ada tulisan batalkan pembelian karena ga dapet driver daritadi padahal jelas disitu ada terpampang tulisan kamu bisa batalin tapi nyatanya ga ada opsi itu jangan kurang ajar gojek ya mentang dulu make bts buat promosin usaha kalian tapi nyatanya kinerjanya rendah 
"double order di hide di maps, biar gak bisa di tracking drivernya. kejelasan aplikasi gak sesuai estimasi.",2,double order di hide di maps biar gak bisa di tracking drivernya kejelasan aplikasi gak sesuai estimasi
susah dapat driver,1,susah dapat driver
"penanganan tidak jelas, makanan telat dan tidak dapat driver, sudah lapar menunggu sejaman gaada tanggapan, sulit melapor dan tidak ada kompensasi",1,penanganan tidak jelas makanan telat dan tidak dapat driver sudah lapar menunggu sejaman gaada tanggapan sulit melapor dan tidak ada kompensasi
gofood sejam ga di pickup,1,gofood sejam ga di pickup
"senang sangat membantu perjalan klu lg malas utk pergian, untuk blnja untuk krim dan ambil barang. pokoknta dipermudah dgn adanya aplikasi ini sdh bertahun"" pake ini aplikasi",5,senang sangat membantu perjalan klu lg malas utk pergian untuk blnja untuk krim dan ambil barang pokoknta dipermudah dgn adanya aplikasi ini sdh bertahun pake ini aplikasi
cs nya enggak guna,1,cs nya enggak guna
suka gada drivernyaa,3,suka gada drivernyaa
gw udah berharap minum chatime eh dari 19.23 sampe 20.28 belom dapet driver gimana sih?,1,gw udah berharap minum chatime eh dari  sampe  belom dapet driver gimana sih
"susah banget dapet driver, mau gojek Jenis apapun itu, tetap aja SUSAH BANGET, rasa nya pengen nangis, udah niat banget ga makan demi makan pizza, eh eh, malah di cancel, kecewa banget sih sama gojek",1,susah banget dapet driver mau gojek jenis apapun itu tetap aja susah banget rasa nya pengen nangis udah niat banget ga makan demi makan pizza eh eh malah di cancel kecewa banget sih sama gojek
kecewa pada hal sering pakai dan order untuk tmn kerbat dll,1,kecewa pada hal sering pakai dan order untuk tmn kerbat dll
pelayanan nya buruk orderan di kensel. alasan jauh buat bensin aj ga cukup. kalau ga bisa mending jgn di terima,1,pelayanan nya buruk orderan di kensel alasan jauh buat bensin aj ga cukup kalau ga bisa mending jgn di terima
mantap Pokok nya,5,mantap pokok nya
"Dikira main main kali pesen makan di apk ini,tolong dong kalo sampe orang pingsan karna nunggu makanan gimna kalo lebaran gini dki malah sulit cari makan.di benerin lagi deh apk macem begini tuh makin ga jelas",1,dikira main main kali pesen makan di apk initolong dong kalo sampe orang pingsan karna nunggu makanan gimna kalo lebaran gini dki malah sulit cari makandi benerin lagi deh apk macem begini tuh makin ga jelas
gajelass order makanan ga dapet² driver mulu padahal ga pakai diskon!!,1,gajelass order makanan ga dapet driver mulu padahal ga pakai diskon
"Ini driver PD sombong apa gimana si, susah bgt nyari driver mesen makanan dari jam set7 gadapet2 driver!!!! masa suruh nunggu sampe jam jam 7.40 baru bisa batalin kocak!!!!!!!",1,ini driver pd sombong apa gimana si susah bgt nyari driver mesen makanan dari jam set gadapet driver masa suruh nunggu sampe jam jam  baru bisa batalin kocak
LAMBAT PARAH !!,1,lambat parah 
susah bat nyari driver buset,1,susah bat nyari driver buset
"makin ke sini makin susah dpt driver. sorry saya pindah ke app sebelah, susah bgt jir dpt driver",1,makin ke sini makin susah dpt driver sorry saya pindah ke app sebelah susah bgt jir dpt driver
ok 👍,5,ok 
"mau batalin gak bisa,harus nunggu 45 menit,keburu lapar",1,mau batalin gak bisaharus nunggu  menitkeburu lapar
"aplikasi gak jelas, Udah tau ga ada driver buat pickup malah tetep aja gabisa cancel Pesanan, Harus nungguin Lebih dari 1 jam buat biasa cancel huekkk... Cuih...",1,aplikasi gak jelas udah tau ga ada driver buat pickup malah tetep aja gabisa cancel pesanan harus nungguin lebih dari  jam buat biasa cancel huekkk cuih
tepat waktu dan pelayanan ramah,5,tepat waktu dan pelayanan ramah
driver lu pada kmn?,1,driver lu pada kmn
Kesel banget. Mesen makanan gak ada yang mau nerima. Bahkan pesen ojek juga gak mau. Driver nya kek nya udah gak perlu duit lagi karena lagi lebaran sekarang. Sombong semua😒👎,1,kesel banget mesen makanan gak ada yang mau nerima bahkan pesen ojek juga gak mau driver nya kek nya udah gak perlu duit lagi karena lagi lebaran sekarang sombong semua
udah pesen lama-lama (sekitar 1 jam) malah dibatalin ama drivernya.Tolong dong kasih tindak lanjut kalo ketemu driver yang suka cancel setelah nunggu lama,1,udah pesen lamalama sekitar  jam malah dibatalin ama drivernyatolong dong kasih tindak lanjut kalo ketemu driver yang suka cancel setelah nunggu lama
PARAH !!!!,1,parah 
mudah cepat sampai,5,mudah cepat sampai
cepat d jemput sama sopir,5,cepat d jemput sama sopir
beki promonbukan nya tambah murah malah tambah mahal semua ngotak fikit gojek kecewa,2,beki promonbukan nya tambah murah malah tambah mahal semua ngotak fikit gojek kecewa
"pesan gofood tapi aneh, knp g ada titik map tkg makanan dan pengantarnya? jd skrg ini pembeli ga tau makanannya sdh sampai mana diambil dititik mana, apa ini inovasi terbaru? apa inovasi ini menjaga keamanan makanan konsumen? atau menjaga keamanan driver? dan kenapa?",3,pesan gofood tapi aneh knp g ada titik map tkg makanan dan pengantarnya jd skrg ini pembeli ga tau makanannya sdh sampai mana diambil dititik mana apa ini inovasi terbaru apa inovasi ini menjaga keamanan makanan konsumen atau menjaga keamanan driver dan kenapa
Gojek emang mantap,5,gojek emang mantap
berguna bangetttttt,5,berguna bangetttttt
baguussss,5,baguussss
lumayan oke,4,lumayan oke
Teman setia dikala mager,5,teman setia dikala mager
"driver gocar ga jelas, sering muter muter biar bisa di cancel kita sendiri. Kalau keberatan narik pelanggan ya gausah aktifin gojeknya dong",1,driver gocar ga jelas sering muter muter biar bisa di cancel kita sendiri kalau keberatan narik pelanggan ya gausah aktifin gojeknya dong
Alhamdulillah,5,alhamdulillah
better than before,5,better than before
"Ini aplikasi kenapa sih, internet gue idup tapi pas masuk aplikasi info internet mati.! LOL",2,ini aplikasi kenapa sih internet gue idup tapi pas masuk aplikasi info internet mati lol
apk Tertidak worth it Masa pesen gojek dari jam 7 malem sampe jam 11 malem ga dapet dapet driver hadeh sampe harus nginep di rumah temen,1,apk tertidak worth it masa pesen gojek dari jam  malem sampe jam  malem ga dapet dapet driver hadeh sampe harus nginep di rumah temen
oke PO,5,oke po
driver mobil klo lebaran sombong2 ga ada yang mau ambil dekat padahal mahal argo... kasih peringatan ke reevee3 seperti iru,1,driver mobil klo lebaran sombong ga ada yang mau ambil dekat padahal mahal argo kasih peringatan ke reevee seperti iru
kenapa banyak driver pilih pilihh sihhh????? waktu darurat pdhl driver banyak tapi pada pilih pilihh??????? tolong kebijakannyaa donggggg. banyak driver tapi nunggu lebih dari sejam !!! 😠,3,kenapa banyak driver pilih pilihh sihhh waktu darurat pdhl driver banyak tapi pada pilih pilihh tolong kebijakannyaa donggggg banyak driver tapi nunggu lebih dari sejam  
"meski kadang aku dapet driver yg krng asik, tapi masih oke soalnya sekalinya dapet yg asik, asiknya kebangetan😤😛😛",5,meski kadang aku dapet driver yg krng asik tapi masih oke soalnya sekalinya dapet yg asik asiknya kebangetan
Segalanya bisa mudah dan aman..,5,segalanya bisa mudah dan aman
lama banget nunggu makanan aja sampe 1 jam udah kelaparan banget,1,lama banget nunggu makanan aja sampe  jam udah kelaparan banget
"tulisanya blablabla... atau kamu bisa batalin, udah nunggu 3jam order ulang 3 kali tp yg ga ada tuh tombol yg bisa dipake buat batalin, KOCCAKKK",1,tulisanya blablabla atau kamu bisa batalin udah nunggu jam order ulang  kali tp yg ga ada tuh tombol yg bisa dipake buat batalin koccakkk
"busukkkk, kalo order gocar ga dapet driver tiap gagal cari driver harga nya terus naik",1,busukkkk kalo order gocar ga dapet driver tiap gagal cari driver harga nya terus naik
"Benerin deh aturan aplikasinya aplgi soal persenan, gw order sering bgt di cancel tbtb dn gamau di ambil gjls bgt",1,benerin deh aturan aplikasinya aplgi soal persenan gw order sering bgt di cancel tbtb dn gamau di ambil gjls bgt
Driver pada gak mau ambil orderan go food.. lama kelamaan konsumen pada kabur alias beralih ke aplikasi lain nya,1,driver pada gak mau ambil orderan go food lama kelamaan konsumen pada kabur alias beralih ke aplikasi lain nya
biar bintang yang membuktikan,5,biar bintang yang membuktikan
cepat dan tepat waktu,5,cepat dan tepat waktu
transportasi terbaik,5,transportasi terbaik
aplikasi lemot bgt heran,1,aplikasi lemot bgt heran
bagus banget sangat membantu,5,bagus banget sangat membantu
sulit menerima kritik dari costumer,1,sulit menerima kritik dari costumer
saya merasa terbantu oleh gojek mantap👍👍👍,1,saya merasa terbantu oleh gojek mantap
"Nyari driver sekarang susah BANGET.. mau yg reguler atau hemat sama aja. sulit banget, tolong dong diperbaiki. jd merugikan waktu customer klo kaya gini terus. bintang bakal sy edit kalau sdh ada pembaharuan dari pihak Gojek..",1,nyari driver sekarang susah banget mau yg reguler atau hemat sama aja sulit banget tolong dong diperbaiki jd merugikan waktu customer klo kaya gini terus bintang bakal sy edit kalau sdh ada pembaharuan dari pihak gojek
"aturan Baru apa Gmna, Pesan GoFood Skarang Ga Bisa liat Real Time Posisi driver",1,aturan baru apa gmna pesan gofood skarang ga bisa liat real time posisi driver
terima kasih gojek sangat membantu dalam segala aktifitas,5,terima kasih gojek sangat membantu dalam segala aktifitas
"aplikasi lelet, posisi gocar ga gerak lebih dari 3kilo supir tidak mau ngambil",1,aplikasi lelet posisi gocar ga gerak lebih dari kilo supir tidak mau ngambil
"kendaraan banyak, penjemputan cepat.",5,kendaraan banyak penjemputan cepat
"Gofood mahal, jadi naikin harga pasaran. Harga makanan di markup/naikin 4-15 Rb, nambah lagi biaya aplikasi dan biaya penangnan. Harga makanan 35.000 Jadi 45.000, tambah biaya aplikasi 1000, penanganan 2000 ongkir 12.000. Total 60.000 Hhmmmm Info waktu tiba juga asal. Keterangan tiba dalam 5 menit, di refresh² tetap sama. tiba dalam 5 menit. udah 30 menit nga datang².",2,gofood mahal jadi naikin harga pasaran harga makanan di markupnaikin  rb nambah lagi biaya aplikasi dan biaya penangnan harga makanan  jadi  tambah biaya aplikasi  penanganan  ongkir  total  hhmmmm info waktu tiba juga asal keterangan tiba dalam  menit di refresh tetap sama tiba dalam  menit udah  menit nga datang
pelayanan yang baik🙏🙏,5,pelayanan yang baik
"setiap pesan gojek/gofood, pelayanan nya selalu bagus",5,setiap pesan gojekgofood pelayanan nya selalu bagus
"Kalah sama hijau sebelah mau psen gfood aja drivernya sibuk terus klo driver2 pemalas suspend aja ganti driver lain bnyak yg mau daftar, hapus akunnya kalau perlu , susah banget cari driverr, aplikasi makin mahal makin sombong drivernya susah banget order dr toko udh konfirm kita tunggu kirain aman pas dibuka lagi malah cancel gada driver AS**, pastikan dlu driver mau antar baru okekan di aplikasi bukan sebaliknya kuhapusss",1,kalah sama hijau sebelah mau psen gfood aja drivernya sibuk terus klo driver pemalas suspend aja ganti driver lain bnyak yg mau daftar hapus akunnya kalau perlu  susah banget cari driverr aplikasi makin mahal makin sombong drivernya susah banget order dr toko udh konfirm kita tunggu kirain aman pas dibuka lagi malah cancel gada driver as pastikan dlu driver mau antar baru okekan di aplikasi bukan sebaliknya kuhapusss
aplikasi apaan ini anj .GK jelas.. driver nya Nolak terus .Udh 3x saya pesan .di cancel terus sama driver go car,1,aplikasi apaan ini anj gk jelas driver nya nolak terus udh x saya pesan di cancel terus sama driver go car
"saya sangat kesal dengan sistemnya apalagi hari libur, ini mau makan aja drivernya tak kunjung datang, gimana ya sistemnya ? tolong diperbaiki",1,saya sangat kesal dengan sistemnya apalagi hari libur ini mau makan aja drivernya tak kunjung datang gimana ya sistemnya  tolong diperbaiki
"sulit dapat driver, pdhl di apk sebelah lngsung dpt",1,sulit dapat driver pdhl di apk sebelah lngsung dpt
"lama lama pakai gojek jadi mahal,, emang km pikir gampang cari duit apalagi hari lebaran begini tarif nggk kira2",2,lama lama pakai gojek jadi mahal emang km pikir gampang cari duit apalagi hari lebaran begini tarif nggk kira
"mitra nya malah ngebela driver yg tidak jujur, tidak mementingkan kepuasan pelanggannya, tapi malah bersekongkol menipu customer, emang luar biasaaa inii hahahaha",1,mitra nya malah ngebela driver yg tidak jujur tidak mementingkan kepuasan pelanggannya tapi malah bersekongkol menipu customer emang luar biasaaa inii hahahaha
"buruk sekali, selalu kesusahan cari driver, udah coba prioritas pun masih susah, giliran dapat driver nya nyasar kmana mana, dihubungi GK diangkat.",1,buruk sekali selalu kesusahan cari driver udah coba prioritas pun masih susah giliran dapat driver nya nyasar kmana mana dihubungi gk diangkat
lama banget nunggu driver,1,lama banget nunggu driver
coba paylater,5,coba paylater
"pesan gofood super lama. datang terpambat sampai 1 jam. entah dari driver, entah dari penjual, atau memang aplikasinya yg bobrok",1,pesan gofood super lama datang terpambat sampai  jam entah dari driver entah dari penjual atau memang aplikasinya yg bobrok
pesan gofood 3kali ga pernah dapat driver,1,pesan gofood kali ga pernah dapat driver
saya kira cuman sekali ada kendala terkait go food ternyata sama aja . sudah berkali kali saya pesan gofod selalu bermasalah terjait driver. padahal banyak driver yg berada di pinggir jalan sedang duduk². tolong diperbaiki ya 🙏🏻,1,saya kira cuman sekali ada kendala terkait go food ternyata sama aja  sudah berkali kali saya pesan gofod selalu bermasalah terjait driver padahal banyak driver yg berada di pinggir jalan sedang duduk tolong diperbaiki ya 
susah amat dapet driver habis lebaran,1,susah amat dapet driver habis lebaran
udah nunggu makanan sejam gak dapat driver minimal dikasih kompensasi lah ini malah pas pesan lagi dikasih ongkir yg lebih mahal,1,udah nunggu makanan sejam gak dapat driver minimal dikasih kompensasi lah ini malah pas pesan lagi dikasih ongkir yg lebih mahal
pake gojek nyaman,5,pake gojek nyaman
Gojek kebanyakan nge bug sekarang ngelag teruss padahal sinyal bagusss,1,gojek kebanyakan nge bug sekarang ngelag teruss padahal sinyal bagusss
"driver yg ada di gocar salah satunya dgn plat no D 1723 UBE, driver kasar, minta tambahan tarif mengintimidasi saya, tolong ya buat gojek, driver yg kaya gini perlu di perhatikan agar tidak membuat penumpang tidak nyaman",1,driver yg ada di gocar salah satunya dgn plat no d  ube driver kasar minta tambahan tarif mengintimidasi saya tolong ya buat gojek driver yg kaya gini perlu di perhatikan agar tidak membuat penumpang tidak nyaman
